Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Day,Day name,Month,Month name,Year,Age Group
1,2023-11-24,CUST001,Male,34,Beauty,3,50,150,24,Friday,11,November,2023,Middle
2,2023-02-27,CUST002,Female,26,Clothing,2,500,1000,27,Monday,2,February,2023,Young
3,2023-01-13,CUST003,Male,50,Electronics,1,30,30,13,Friday,1,January,2023,Senior
4,2023-05-21,CUST004,Male,37,Clothing,1,500,500,21,Sunday,5,May,2023,Middle
5,2023-05-06,CUST005,Male,30,Beauty,2,50,100,6,Saturday,5,May,2023,Young
6,2023-04-25,CUST006,Female,45,Beauty,1,30,30,25,Tuesday,4,April,2023,Middle
7,2023-03-13,CUST007,Male,46,Clothing,2,25,50,13,Monday,3,March,2023,Senior
8,2023-02-22,CUST008,Male,30,Electronics,4,25,100,22,Wednesday,2,February,2023,Young
9,2023-12-13,CUST009,Male,63,Electronics,2,300,600,13,Wednesday,12,December,2023,Senior
10,2023-10-07,CUST010,Female,52,Clothing,4,50,200,7,Saturday,10,October,2023,Senior
11,2023-02-14,CUST011,Male,23,Clothing,2,50,100,14,Tuesday,2,February,2023,Young
12,2023-10-30,CUST012,Male,35,Beauty,3,25,75,30,Monday,10,October,2023,Middle
13,2023-08-05,CUST013,Male,22,Electronics,3,500,1500,5,Saturday,8,August,2023,Young
14,2023-01-17,CUST014,Male,64,Clothing,4,30,120,17,Tuesday,1,January,2023,Senior
15,2023-01-16,CUST015,Female,42,Electronics,4,500,2000,16,Monday,1,January,2023,Middle
16,2023-02-17,CUST016,Male,19,Clothing,3,500,1500,17,Friday,2,February,2023,Young
17,2023-04-22,CUST017,Female,27,Clothing,4,25,100,22,Saturday,4,April,2023,Young
18,2023-04-30,CUST018,Female,47,Electronics,2,25,50,30,Sunday,4,April,2023,Senior
19,2023-09-16,CUST019,Female,62,Clothing,2,25,50,16,Saturday,9,September,2023,Senior
20,2023-11-05,CUST020,Male,22,Clothing,3,300,900,5,Sunday,11,November,2023,Young
21,2023-01-14,CUST021,Female,50,Beauty,1,500,500,14,Saturday,1,January,2023,Senior
22,2023-10-15,CUST022,Male,18,Clothing,2,50,100,15,Sunday,10,October,2023,Young
23,2023-04-12,CUST023,Female,35,Clothing,4,30,120,12,Wednesday,4,April,2023,Middle
24,2023-11-29,CUST024,Female,49,Clothing,1,300,300,29,Wednesday,11,November,2023,Senior
25,2023-12-26,CUST025,Female,64,Beauty,1,50,50,26,Tuesday,12,December,2023,Senior
26,2023-10-07,CUST026,Female,28,Electronics,2,500,1000,7,Saturday,10,October,2023,Young
27,2023-08-03,CUST027,Female,38,Beauty,2,25,50,3,Thursday,8,August,2023,Middle
28,2023-04-23,CUST028,Female,43,Beauty,1,500,500,23,Sunday,4,April,2023,Middle
29,2023-08-18,CUST029,Female,42,Electronics,1,30,30,18,Friday,8,August,2023,Middle
30,2023-10-29,CUST030,Female,39,Beauty,3,300,900,29,Sunday,10,October,2023,Middle
31,2023-05-23,CUST031,Male,44,Electronics,4,300,1200,23,Tuesday,5,May,2023,Middle
32,2023-01-04,CUST032,Male,30,Beauty,3,30,90,4,Wednesday,1,January,2023,Young
33,2023-03-23,CUST033,Female,50,Electronics,2,50,100,23,Thursday,3,March,2023,Senior
34,2023-12-24,CUST034,Female,51,Clothing,3,50,150,24,Sunday,12,December,2023,Senior
35,2023-08-05,CUST035,Female,58,Beauty,3,300,900,5,Saturday,8,August,2023,Senior
36,2023-06-24,CUST036,Male,52,Beauty,3,300,900,24,Saturday,6,June,2023,Senior
37,2023-05-23,CUST037,Female,18,Beauty,3,25,75,23,Tuesday,5,May,2023,Young
38,2023-03-21,CUST038,Male,38,Beauty,4,50,200,21,Tuesday,3,March,2023,Middle
39,2023-04-21,CUST039,Male,23,Clothing,4,30,120,21,Friday,4,April,2023,Young
40,2023-06-22,CUST040,Male,45,Beauty,1,50,50,22,Thursday,6,June,2023,Middle
41,2023-02-22,CUST041,Male,34,Clothing,2,25,50,22,Wednesday,2,February,2023,Middle
42,2023-02-17,CUST042,Male,22,Clothing,3,300,900,17,Friday,2,February,2023,Young
43,2023-07-14,CUST043,Female,48,Clothing,1,300,300,14,Friday,7,July,2023,Senior
44,2023-02-19,CUST044,Female,22,Clothing,1,25,25,19,Sunday,2,February,2023,Young
45,2023-07-03,CUST045,Female,55,Electronics,1,30,30,3,Monday,7,July,2023,Senior
46,2023-06-26,CUST046,Female,20,Electronics,4,300,1200,26,Monday,6,June,2023,Young
47,2023-11-06,CUST047,Female,40,Beauty,3,500,1500,6,Monday,11,November,2023,Middle
48,2023-05-16,CUST048,Male,54,Electronics,3,300,900,16,Tuesday,5,May,2023,Senior
49,2023-01-23,CUST049,Female,54,Electronics,2,500,1000,23,Monday,1,January,2023,Senior
50,2023-08-24,CUST050,Female,27,Beauty,3,25,75,24,Thursday,8,August,2023,Young
51,2023-10-02,CUST051,Male,27,Beauty,3,25,75,2,Monday,10,October,2023,Young
52,2023-03-05,CUST052,Female,36,Beauty,1,300,300,5,Sunday,3,March,2023,Middle
53,2023-07-13,CUST053,Male,34,Electronics,2,50,100,13,Thursday,7,July,2023,Middle
54,2023-02-10,CUST054,Female,38,Electronics,3,500,1500,10,Friday,2,February,2023,Middle
55,2023-10-10,CUST055,Male,31,Beauty,4,30,120,10,Tuesday,10,October,2023,Middle
56,2023-05-31,CUST056,Female,26,Clothing,3,300,900,31,Wednesday,5,May,2023,Young
57,2023-11-18,CUST057,Female,63,Beauty,1,30,30,18,Saturday,11,November,2023,Senior
58,2023-11-13,CUST058,Male,18,Clothing,4,300,1200,13,Monday,11,November,2023,Young
59,2023-07-05,CUST059,Male,62,Clothing,1,50,50,5,Wednesday,7,July,2023,Senior
60,2023-10-23,CUST060,Male,30,Beauty,3,50,150,23,Monday,10,October,2023,Young
61,2023-04-09,CUST061,Male,21,Beauty,4,50,200,9,Sunday,4,April,2023,Young
62,2023-12-27,CUST062,Male,18,Beauty,2,50,100,27,Wednesday,12,December,2023,Young
63,2023-02-05,CUST063,Male,57,Electronics,2,25,50,5,Sunday,2,February,2023,Senior
64,2023-01-24,CUST064,Male,49,Clothing,4,25,100,24,Tuesday,1,January,2023,Senior
65,2023-12-05,CUST065,Male,51,Electronics,4,500,2000,5,Tuesday,12,December,2023,Senior
66,2023-04-27,CUST066,Female,45,Electronics,1,30,30,27,Thursday,4,April,2023,Middle
67,2023-05-29,CUST067,Female,48,Beauty,4,300,1200,29,Monday,5,May,2023,Senior
68,2023-02-10,CUST068,Male,25,Electronics,1,300,300,10,Friday,2,February,2023,Young
69,2023-04-30,CUST069,Female,56,Beauty,3,25,75,30,Sunday,4,April,2023,Senior
70,2023-02-21,CUST070,Female,43,Clothing,1,300,300,21,Tuesday,2,February,2023,Middle
71,2023-07-14,CUST071,Female,51,Beauty,4,25,100,14,Friday,7,July,2023,Senior
72,2023-05-23,CUST072,Female,20,Electronics,4,500,2000,23,Tuesday,5,May,2023,Young
73,2023-08-21,CUST073,Male,29,Electronics,3,30,90,21,Monday,8,August,2023,Young
74,2023-11-22,CUST074,Female,18,Beauty,4,500,2000,22,Wednesday,11,November,2023,Young
75,2023-07-06,CUST075,Male,61,Beauty,4,50,200,6,Thursday,7,July,2023,Senior
76,2023-03-25,CUST076,Female,22,Electronics,2,50,100,25,Saturday,3,March,2023,Young
77,2023-07-09,CUST077,Female,47,Clothing,2,50,100,9,Sunday,7,July,2023,Senior
78,2023-07-01,CUST078,Female,47,Clothing,3,500,1500,1,Saturday,7,July,2023,Senior
79,2023-04-18,CUST079,Male,34,Beauty,1,300,300,18,Tuesday,4,April,2023,Middle
80,2023-12-10,CUST080,Female,64,Clothing,2,30,60,10,Sunday,12,December,2023,Senior
81,2023-05-17,CUST081,Male,40,Electronics,1,50,50,17,Wednesday,5,May,2023,Middle
82,2023-12-26,CUST082,Female,32,Beauty,4,50,200,26,Tuesday,12,December,2023,Middle
83,2023-12-16,CUST083,Male,54,Electronics,2,50,100,16,Saturday,12,December,2023,Senior
84,2023-11-28,CUST084,Female,38,Electronics,3,30,90,28,Tuesday,11,November,2023,Middle
85,2023-02-06,CUST085,Male,31,Clothing,3,50,150,6,Monday,2,February,2023,Middle
86,2023-11-08,CUST086,Male,19,Beauty,3,30,90,8,Wednesday,11,November,2023,Young
87,2023-11-22,CUST087,Female,28,Beauty,2,50,100,22,Wednesday,11,November,2023,Young
88,2023-03-29,CUST088,Male,56,Clothing,1,500,500,29,Wednesday,3,March,2023,Senior
89,2023-10-01,CUST089,Female,55,Electronics,4,500,2000,1,Sunday,10,October,2023,Senior
90,2023-05-06,CUST090,Female,51,Electronics,1,30,30,6,Saturday,5,May,2023,Senior
91,2023-03-25,CUST091,Female,55,Electronics,1,500,500,25,Saturday,3,March,2023,Senior
92,2023-08-25,CUST092,Female,51,Electronics,4,30,120,25,Friday,8,August,2023,Senior
93,2023-07-14,CUST093,Female,35,Beauty,4,500,2000,14,Friday,7,July,2023,Middle
94,2023-05-19,CUST094,Female,47,Beauty,2,500,1000,19,Friday,5,May,2023,Senior
95,2023-11-24,CUST095,Female,32,Clothing,2,30,60,24,Friday,11,November,2023,Middle
96,2023-12-19,CUST096,Female,44,Clothing,2,300,600,19,Tuesday,12,December,2023,Middle
97,2023-10-13,CUST097,Female,51,Beauty,2,500,1000,13,Friday,10,October,2023,Senior
98,2023-04-23,CUST098,Female,55,Beauty,2,50,100,23,Sunday,4,April,2023,Senior
99,2023-12-17,CUST099,Female,50,Electronics,4,300,1200,17,Sunday,12,December,2023,Senior
100,2023-06-16,CUST100,Male,41,Electronics,1,30,30,16,Friday,6,June,2023,Middle
101,2023-01-29,CUST101,Male,32,Clothing,2,300,600,29,Sunday,1,January,2023,Middle
102,2023-04-28,CUST102,Female,47,Beauty,2,25,50,28,Friday,4,April,2023,Senior
103,2023-01-17,CUST103,Female,59,Clothing,1,25,25,17,Tuesday,1,January,2023,Senior
104,2023-06-11,CUST104,Female,34,Beauty,2,500,1000,11,Sunday,6,June,2023,Middle
105,2023-07-25,CUST105,Female,22,Electronics,1,500,500,25,Tuesday,7,July,2023,Young
106,2023-05-18,CUST106,Female,46,Clothing,1,50,50,18,Thursday,5,May,2023,Senior
107,2023-02-03,CUST107,Female,21,Clothing,4,300,1200,3,Friday,2,February,2023,Young
108,2023-04-19,CUST108,Female,27,Beauty,3,25,75,19,Wednesday,4,April,2023,Young
109,2023-10-18,CUST109,Female,34,Electronics,4,500,2000,18,Wednesday,10,October,2023,Middle
110,2023-06-11,CUST110,Male,27,Clothing,3,300,900,11,Sunday,6,June,2023,Young
111,2023-04-19,CUST111,Female,34,Electronics,3,500,1500,19,Wednesday,4,April,2023,Middle
112,2023-12-02,CUST112,Male,37,Clothing,3,500,1500,2,Saturday,12,December,2023,Middle
113,2023-09-13,CUST113,Female,41,Electronics,2,25,50,13,Wednesday,9,September,2023,Middle
114,2023-07-22,CUST114,Female,22,Beauty,4,25,100,22,Saturday,7,July,2023,Young
115,2023-11-26,CUST115,Male,51,Clothing,3,500,1500,26,Sunday,11,November,2023,Senior
116,2023-08-23,CUST116,Female,23,Clothing,1,30,30,23,Wednesday,8,August,2023,Young
117,2023-03-15,CUST117,Male,19,Electronics,2,500,1000,15,Wednesday,3,March,2023,Young
118,2023-05-16,CUST118,Female,30,Electronics,4,500,2000,16,Tuesday,5,May,2023,Young
119,2023-03-13,CUST119,Female,60,Clothing,3,50,150,13,Monday,3,March,2023,Senior
120,2023-05-07,CUST120,Male,60,Beauty,1,50,50,7,Sunday,5,May,2023,Senior
121,2023-10-15,CUST121,Female,28,Electronics,4,50,200,15,Sunday,10,October,2023,Young
122,2023-10-03,CUST122,Male,64,Electronics,4,30,120,3,Tuesday,10,October,2023,Senior
123,2023-05-15,CUST123,Female,40,Electronics,2,30,60,15,Monday,5,May,2023,Middle
124,2023-10-27,CUST124,Male,33,Clothing,4,500,2000,27,Friday,10,October,2023,Middle
125,2023-08-08,CUST125,Male,48,Clothing,2,50,100,8,Tuesday,8,August,2023,Senior
126,2023-10-26,CUST126,Female,28,Clothing,3,30,90,26,Thursday,10,October,2023,Young
127,2023-07-24,CUST127,Female,33,Clothing,2,25,50,24,Monday,7,July,2023,Middle
128,2023-07-05,CUST128,Male,25,Beauty,1,500,500,5,Wednesday,7,July,2023,Young
129,2023-04-23,CUST129,Female,21,Beauty,2,300,600,23,Sunday,4,April,2023,Young
130,2023-03-12,CUST130,Female,57,Clothing,1,500,500,12,Sunday,3,March,2023,Senior
131,2023-09-18,CUST131,Female,21,Beauty,2,300,600,18,Monday,9,September,2023,Young
132,2023-09-10,CUST132,Male,42,Electronics,4,50,200,10,Sunday,9,September,2023,Middle
133,2023-02-16,CUST133,Male,20,Electronics,3,300,900,16,Thursday,2,February,2023,Young
134,2023-01-25,CUST134,Male,49,Electronics,1,50,50,25,Wednesday,1,January,2023,Senior
135,2023-02-26,CUST135,Male,20,Clothing,2,25,50,26,Sunday,2,February,2023,Young
136,2023-03-20,CUST136,Male,44,Electronics,2,300,600,20,Monday,3,March,2023,Middle
137,2023-11-18,CUST137,Male,46,Beauty,2,500,1000,18,Saturday,11,November,2023,Senior
138,2023-03-23,CUST138,Male,49,Clothing,4,50,200,23,Thursday,3,March,2023,Senior
139,2023-12-15,CUST139,Male,36,Beauty,4,500,2000,15,Friday,12,December,2023,Middle
140,2023-08-05,CUST140,Male,38,Electronics,1,30,30,5,Saturday,8,August,2023,Middle
141,2023-11-02,CUST141,Female,22,Electronics,1,50,50,2,Thursday,11,November,2023,Young
142,2023-02-02,CUST142,Male,35,Electronics,4,300,1200,2,Thursday,2,February,2023,Middle
143,2023-07-17,CUST143,Female,45,Clothing,1,50,50,17,Monday,7,July,2023,Middle
144,2023-07-15,CUST144,Female,59,Beauty,3,500,1500,15,Saturday,7,July,2023,Senior
145,2023-11-02,CUST145,Female,39,Clothing,3,25,75,2,Thursday,11,November,2023,Middle
146,2023-08-28,CUST146,Male,38,Clothing,4,50,200,28,Monday,8,August,2023,Middle
147,2023-09-28,CUST147,Male,23,Electronics,1,300,300,28,Thursday,9,September,2023,Young
148,2023-05-09,CUST148,Male,18,Clothing,2,30,60,9,Tuesday,5,May,2023,Young
149,2023-10-11,CUST149,Male,22,Clothing,3,25,75,11,Wednesday,10,October,2023,Young
150,2023-01-06,CUST150,Female,58,Electronics,4,30,120,6,Friday,1,January,2023,Senior
151,2023-12-15,CUST151,Male,29,Clothing,1,50,50,15,Friday,12,December,2023,Young
152,2023-02-28,CUST152,Male,43,Electronics,4,500,2000,28,Tuesday,2,February,2023,Middle
153,2023-12-16,CUST153,Male,63,Electronics,2,500,1000,16,Saturday,12,December,2023,Senior
154,2023-10-02,CUST154,Male,51,Electronics,3,300,900,2,Monday,10,October,2023,Senior
155,2023-05-17,CUST155,Male,31,Electronics,4,500,2000,17,Wednesday,5,May,2023,Middle
156,2023-11-25,CUST156,Female,43,Clothing,4,25,100,25,Saturday,11,November,2023,Middle
157,2023-06-24,CUST157,Male,62,Electronics,4,500,2000,24,Saturday,6,June,2023,Senior
158,2023-02-27,CUST158,Female,44,Electronics,2,300,600,27,Monday,2,February,2023,Middle
159,2023-05-31,CUST159,Male,26,Clothing,4,50,200,31,Wednesday,5,May,2023,Young
160,2023-08-11,CUST160,Female,43,Clothing,2,50,100,11,Friday,8,August,2023,Middle
161,2023-03-22,CUST161,Male,64,Beauty,2,500,1000,22,Wednesday,3,March,2023,Senior
162,2023-08-21,CUST162,Male,39,Clothing,2,30,60,21,Monday,8,August,2023,Middle
163,2023-01-02,CUST163,Female,64,Clothing,3,50,150,2,Monday,1,January,2023,Senior
164,2023-05-15,CUST164,Female,47,Beauty,3,500,1500,15,Monday,5,May,2023,Senior
165,2023-09-14,CUST165,Female,60,Clothing,4,300,1200,14,Thursday,9,September,2023,Senior
166,2023-04-02,CUST166,Male,34,Clothing,4,500,2000,2,Sunday,4,April,2023,Middle
167,2023-09-17,CUST167,Female,43,Clothing,3,50,150,17,Sunday,9,September,2023,Middle
168,2023-02-24,CUST168,Male,53,Clothing,1,300,300,24,Friday,2,February,2023,Senior
169,2023-11-17,CUST169,Male,18,Beauty,3,500,1500,17,Friday,11,November,2023,Young
170,2023-06-02,CUST170,Female,25,Clothing,2,25,50,2,Friday,6,June,2023,Young
171,2023-11-24,CUST171,Female,52,Clothing,3,300,900,24,Friday,11,November,2023,Senior
172,2023-09-17,CUST172,Male,32,Beauty,2,25,50,17,Sunday,9,September,2023,Middle
173,2023-11-08,CUST173,Male,64,Electronics,4,30,120,8,Wednesday,11,November,2023,Senior
174,2023-04-12,CUST174,Female,39,Beauty,1,300,300,12,Wednesday,4,April,2023,Middle
175,2023-03-20,CUST175,Female,31,Electronics,4,25,100,20,Monday,3,March,2023,Middle
176,2023-07-11,CUST176,Female,43,Beauty,2,50,100,11,Tuesday,7,July,2023,Middle
177,2023-03-24,CUST177,Male,45,Beauty,2,50,100,24,Friday,3,March,2023,Middle
178,2023-10-04,CUST178,Male,40,Clothing,2,30,60,4,Wednesday,10,October,2023,Middle
179,2023-09-29,CUST179,Male,31,Electronics,1,300,300,29,Friday,9,September,2023,Middle
180,2023-01-01,CUST180,Male,41,Clothing,3,300,900,1,Sunday,1,January,2023,Middle
181,2023-11-03,CUST181,Male,19,Electronics,4,300,1200,3,Friday,11,November,2023,Young
182,2023-06-15,CUST182,Male,62,Beauty,4,30,120,15,Thursday,6,June,2023,Senior
183,2023-09-08,CUST183,Female,43,Beauty,3,300,900,8,Friday,9,September,2023,Middle
184,2023-01-10,CUST184,Male,31,Electronics,4,50,200,10,Tuesday,1,January,2023,Middle
185,2023-02-27,CUST185,Male,24,Clothing,1,25,25,27,Monday,2,February,2023,Young
186,2023-07-05,CUST186,Male,20,Clothing,4,50,200,5,Wednesday,7,July,2023,Young
187,2023-06-07,CUST187,Female,64,Clothing,2,50,100,7,Wednesday,6,June,2023,Senior
188,2023-05-03,CUST188,Male,40,Clothing,3,25,75,3,Wednesday,5,May,2023,Middle
189,2023-01-30,CUST189,Male,63,Beauty,1,50,50,30,Monday,1,January,2023,Senior
190,2023-05-04,CUST190,Female,60,Beauty,3,30,90,4,Thursday,5,May,2023,Senior
191,2023-10-18,CUST191,Male,64,Beauty,1,25,25,18,Wednesday,10,October,2023,Senior
192,2023-02-10,CUST192,Male,62,Beauty,2,50,100,10,Friday,2,February,2023,Senior
193,2023-02-13,CUST193,Male,35,Beauty,3,500,1500,13,Monday,2,February,2023,Middle
194,2023-09-06,CUST194,Male,55,Clothing,4,50,200,6,Wednesday,9,September,2023,Senior
195,2023-02-05,CUST195,Male,52,Clothing,1,30,30,5,Sunday,2,February,2023,Senior
196,2023-09-30,CUST196,Female,32,Clothing,3,300,900,30,Saturday,9,September,2023,Middle
197,2023-03-06,CUST197,Female,42,Clothing,4,50,200,6,Monday,3,March,2023,Middle
198,2023-03-07,CUST198,Female,54,Beauty,3,300,900,7,Tuesday,3,March,2023,Senior
199,2023-12-04,CUST199,Male,45,Beauty,3,500,1500,4,Monday,12,December,2023,Middle
200,2023-09-01,CUST200,Male,27,Beauty,3,50,150,1,Friday,9,September,2023,Young
201,2023-10-09,CUST201,Male,56,Electronics,1,25,25,9,Monday,10,October,2023,Senior
202,2023-03-26,CUST202,Female,34,Clothing,4,300,1200,26,Sunday,3,March,2023,Middle
203,2023-05-16,CUST203,Male,56,Clothing,2,500,1000,16,Tuesday,5,May,2023,Senior
204,2023-09-28,CUST204,Male,39,Beauty,1,25,25,28,Thursday,9,September,2023,Middle
205,2023-11-07,CUST205,Female,43,Clothing,1,25,25,7,Tuesday,11,November,2023,Middle
206,2023-08-05,CUST206,Male,61,Clothing,1,25,25,5,Saturday,8,August,2023,Senior
207,2023-04-19,CUST207,Female,42,Beauty,2,25,50,19,Wednesday,4,April,2023,Middle
208,2023-10-04,CUST208,Female,34,Electronics,4,50,200,4,Wednesday,10,October,2023,Middle
209,2023-12-20,CUST209,Female,30,Electronics,4,50,200,20,Wednesday,12,December,2023,Young
210,2023-04-13,CUST210,Male,37,Electronics,4,50,200,13,Thursday,4,April,2023,Middle
211,2024-01-01,CUST211,Male,42,Beauty,3,500,1500,1,Monday,1,January,2024,Middle
212,2023-06-09,CUST212,Male,21,Clothing,3,500,1500,9,Friday,6,June,2023,Young
213,2023-07-24,CUST213,Male,27,Beauty,3,500,1500,24,Monday,7,July,2023,Young
214,2023-12-10,CUST214,Male,20,Beauty,2,30,60,10,Sunday,12,December,2023,Young
215,2023-11-29,CUST215,Male,58,Clothing,3,500,1500,29,Wednesday,11,November,2023,Senior
216,2023-07-11,CUST216,Male,62,Electronics,2,50,100,11,Tuesday,7,July,2023,Senior
217,2023-08-13,CUST217,Female,35,Electronics,4,50,200,13,Sunday,8,August,2023,Middle
218,2023-09-22,CUST218,Male,64,Beauty,3,30,90,22,Friday,9,September,2023,Senior
219,2023-08-20,CUST219,Female,53,Electronics,3,30,90,20,Sunday,8,August,2023,Senior
220,2023-03-03,CUST220,Male,64,Beauty,1,500,500,3,Friday,3,March,2023,Senior
221,2023-05-07,CUST221,Male,39,Beauty,2,300,600,7,Sunday,5,May,2023,Middle
222,2023-04-26,CUST222,Male,51,Clothing,4,30,120,26,Wednesday,4,April,2023,Senior
223,2023-02-02,CUST223,Female,64,Clothing,1,25,25,2,Thursday,2,February,2023,Senior
224,2023-06-23,CUST224,Female,25,Clothing,1,50,50,23,Friday,6,June,2023,Young
225,2023-01-11,CUST225,Female,57,Beauty,4,25,100,11,Wednesday,1,January,2023,Senior
226,2023-10-29,CUST226,Female,61,Clothing,1,50,50,29,Sunday,10,October,2023,Senior
227,2023-10-11,CUST227,Male,36,Electronics,2,50,100,11,Wednesday,10,October,2023,Middle
228,2023-04-28,CUST228,Female,59,Electronics,2,30,60,28,Friday,4,April,2023,Senior
229,2023-10-29,CUST229,Male,58,Beauty,3,30,90,29,Sunday,10,October,2023,Senior
230,2023-04-23,CUST230,Male,54,Beauty,1,25,25,23,Sunday,4,April,2023,Senior
231,2023-01-04,CUST231,Female,23,Clothing,3,50,150,4,Wednesday,1,January,2023,Young
232,2023-02-06,CUST232,Female,43,Beauty,1,25,25,6,Monday,2,February,2023,Middle
233,2023-12-29,CUST233,Female,51,Beauty,2,300,600,29,Friday,12,December,2023,Senior
234,2023-11-20,CUST234,Female,62,Electronics,2,25,50,20,Monday,11,November,2023,Senior
235,2023-01-31,CUST235,Female,23,Electronics,2,500,1000,31,Tuesday,1,January,2023,Young
236,2023-04-28,CUST236,Female,54,Clothing,1,25,25,28,Friday,4,April,2023,Senior
237,2023-02-04,CUST237,Female,50,Beauty,2,500,1000,4,Saturday,2,February,2023,Senior
238,2023-01-17,CUST238,Female,39,Beauty,1,500,500,17,Tuesday,1,January,2023,Middle
239,2023-06-19,CUST239,Male,38,Electronics,3,500,1500,19,Monday,6,June,2023,Middle
240,2023-02-06,CUST240,Female,23,Beauty,1,300,300,6,Monday,2,February,2023,Young
241,2023-09-21,CUST241,Female,23,Electronics,3,25,75,21,Thursday,9,September,2023,Young
242,2023-05-02,CUST242,Male,21,Clothing,1,25,25,2,Tuesday,5,May,2023,Young
243,2023-05-23,CUST243,Female,47,Electronics,3,300,900,23,Tuesday,5,May,2023,Senior
244,2023-12-09,CUST244,Male,28,Beauty,2,50,100,9,Saturday,12,December,2023,Young
245,2023-09-06,CUST245,Male,47,Clothing,3,30,90,6,Wednesday,9,September,2023,Senior
246,2023-04-20,CUST246,Female,48,Electronics,2,25,50,20,Thursday,4,April,2023,Senior
247,2023-10-04,CUST247,Male,41,Electronics,2,30,60,4,Wednesday,10,October,2023,Middle
248,2023-03-09,CUST248,Male,26,Clothing,3,300,900,9,Thursday,3,March,2023,Young
249,2023-10-20,CUST249,Male,20,Clothing,1,50,50,20,Friday,10,October,2023,Young
